category,sub_category,aggregation_date,millions_of_dollar,pipeline_exc_datetime
Alcoholic beverages,Beer,1984-09-01,23546.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2009-12-01,23772.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2009-10-01,23369.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2009-01-01,23359.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2007-06-01,23594.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2007-07-01,23534.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2007-12-01,23519.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2002-12-01,23461.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2002-11-01,23117.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2002-07-01,23039.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1983-12-01,23187.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1983-11-01,23098.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1983-09-01,22924.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2006-12-01,22365.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2006-11-01,22301.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2006-10-01,22032.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1982-12-01,21681.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1982-10-01,21660.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1982-11-01,21469.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2001-12-01,22209.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2001-11-01,21929.0,2024-08-13 09:31:54
Alcoholic beverages,Wine,2001-10-01,21587.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2005-12-01,20717.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2005-11-01,20537.0,2024-08-13 09:31:54
Alcoholic beverages,Spirits,2005-10-01,20372.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1981-12-01,20587.0,2024-08-13 09:31:54
Alcoholic beverages,Beer,1981-11-01,19989.0,2024-08-13 09:31:54
