category,sub_category,aggregation_date,millions_of_dollar,pipeline_exc_datetime
Cereals and bakery products,Cereals,1970-10-01,2902.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1969-12-01,2604.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1969-11-01,2577.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1969-10-01,2562.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1968-11-01,2429.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1968-12-01,2397.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1968-08-01,2380.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1966-07-01,2229.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1966-09-01,2215.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1966-04-01,2207.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1967-12-01,2228.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1967-01-01,2197.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1967-02-01,2183.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1965-12-01,2121.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1965-10-01,2107.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1965-11-01,2071.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1964-12-01,2038.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1964-08-01,2011.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1964-07-01,2003.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1961-04-01,1886.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1961-03-01,1879.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1961-05-01,1878.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1963-11-01,1857.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1963-12-01,1852.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1963-08-01,1845.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1962-02-01,1824.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1962-03-01,1817.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1962-01-01,1815.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1960-11-01,1855.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1960-12-01,1823.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1960-10-01,1810.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1959-12-01,1652.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1959-11-01,1604.0,2024-08-13 09:31:54
Cereals and bakery products,Cereals,1959-10-01,1603.0,2024-08-13 09:31:54
